page_number,kanji,meaning,on_yomi,kun_yomi,on_yomi_words,kun_yomi_words,explanation,jlpt_level
950,疲,피곤할 피,ヒ,"つか, れる","[{'kanji': '疲', 'reading': 'ひ'}, {'kanji': '労', 'reading': 'ろう'}, {'kanji': '疲', 'reading': 'ひ'}, {'kanji': '弊', 'reading': 'へい'}]",[],"疲 = 疒 + 皮。 (의미부)「疒」는 ""질병, 질환""을 뜻합니다. (소리부 겸 의미부)「皮」(ヒ)는 ""가죽, 표면""을 뜻합니다. 疲는 ""피부(皮)가 일어날 정도로 피로하다(疒)"" -> ""피곤하다, 피로하다""라는 뜻의 글자입니다. (皮는 소리부도 겸함)",N2
951,捨,버릴 사,シャ,"てる, す","[{'kanji': '取捨選択', 'reading': 'しゅしゃせんたく'}, {'kanji': '四', 'reading': 'し'}, {'kanji': '捨', 'reading': 'しゃ'}, {'kanji': '五', 'reading': 'ご'}, {'kanji': '入', 'reading': 'にゅう'}]",[],"捨 = 扌 + 舎。 (의미부)「扌」는 ""손""을 뜻합니다. (소리부 겸 의미부)舎(シャ - ""집 사"")는 ""숙소, 집, 저택""을 뜻하는 상용한자입니다. 捨는 ""집(舎)을 버리고(扌) 뛰쳐나오다"" -> ""버리다""라는 뜻의 글자입니다. (舎는 소리부도 겸함)",N2
952,皆,다 개,カイ,みな,"[{'kanji': '皆', 'reading': 'かい'}, {'kanji': '無', 'reading': 'む'}, {'kanji': '皆勤', 'reading': 'かいきん'}]",[],"皆 = 比 + 白。 「比」는 본래 ""나란히 서 있는 사람들""을 그린 글자입니다(링크 참조). 白는 여기서는「曰」이 잘못 변형되어 굳어진 것으로, ""말하다""라는 뜻입니다. 皆는 ""여러 사람(比)이 함께 말하다(曰)"" -> ""모두, 다""라는 뜻의 글자입니다.",N2
953,軟,연할 연,ナン,"らか, らかい, やわ","[{'kanji': '軟', 'reading': 'なん'}, {'kanji': '弱', 'reading': 'じゃく'}, {'kanji': '柔', 'reading': 'じゅう'}, {'kanji': '軟', 'reading': 'なん'}, {'kanji': '軟', 'reading': 'なん'}, {'kanji': '着', 'reading': 'ちゃく'}, {'kanji': '陸', 'reading': 'りく'}]",[],"軟 = 車 + 欠。 「車」는 ""수레, 차""를 뜻합니다. 「欠」는 ""부족한, 결함의""라는 뜻입니다. 軟는 ""낡아서 여기저기 망가진(欠) 수레(車)"" -> ""연약한, 부드러운""이라는 뜻의 글자입니다.",N2
954,沈,잠길 침,チン,"む, しず, める","[{'kanji': '沈没', 'reading': 'ちんぼつ'}, {'kanji': '沈黙', 'reading': 'ちんもく'}, {'kanji': '沈殿', 'reading': 'ちんでん'}, {'kanji': '浮', 'reading': 'ふ'}, {'kanji': '沈', 'reading': 'ちん'}]",[],"沈 = 氵 + 冘。 「氵」는 ""물""을 뜻합니다. 冘는 ""목에 칼(冖)을 찬 죄수(人)""를 그린 모양자입니다. 沈는 ""물(氵) 속에 죄수(冘)를 수장시키다"" -> ""잠기다, 가라앉다""라는 뜻의 글자입니다.",N2
955,凍,얼 동,トウ,"える, る, こお, こご","[{'kanji': '凍結', 'reading': 'とうけつ'}, {'kanji': '冷凍', 'reading': 'れいとう'}, {'kanji': '解凍', 'reading': 'かいとう'}, {'kanji': '凍', 'reading': 'とう'}, {'kanji': '死', 'reading': 'し'}]",[],"凍 = 冫 + 東。 (의미부)「冫」는 ""얼음""을 뜻합니다. (소리부 겸 의미부)「東」(トウ)는 ""동쪽""을 뜻합니다. 凍는 ""모든 게 얼어붙는(冫) 추운 극동(東)"" -> ""얼다""라는 뜻의 글자입니다. (東는 소리부도 겸함)",N2
956,腹,배 복,フク,はら,"[{'kanji': '空腹', 'reading': 'くうふく'}, {'kanji': '腹痛', 'reading': 'ふくつう'}, {'kanji': '満腹', 'reading': 'まんぷく'}]",[],"腹 = 月 + 复。 (의미부)「月」는 ""신체의 일부""를 뜻합니다. (소리부)「复」(フク)는 여기서는 소리부의 역할만 하고 있습니다. 腹는 ""신체의 일부(月)"" -> ""배""라는 뜻의 글자입니다(复는 소리부).",N2
957,乳,젖 유,ニュウ,"ち, ちち","[{'kanji': '乳', 'reading': 'にゅう'}, {'kanji': '児', 'reading': 'じ'}, {'kanji': '乳', 'reading': 'にゅう'}, {'kanji': '房', 'reading': 'ぼう'}, {'kanji': '母', 'reading': 'ぼ'}, {'kanji': '乳', 'reading': 'にゅう'}]",[],"乳 = ⺤ + 子 + 乚。 「⺤」는 ""손""을 뜻합니다. 「子」는 ""아이""를 뜻합니다. 乚는 여기서는 ""여자의 유방""을 그린 모양자입니다. 乳는 ""아이(子)를 손(⺤)에 안고 젖(乚)을 먹이다"" -> ""젖, 유방""이라는 뜻의 글자입니다.",N2
958,煙,연기 연,エン,"けむり, る, けむ, い","[{'kanji': '煙突', 'reading': 'えんとつ'}, {'kanji': '禁煙', 'reading': 'きんえん'}, {'kanji': '喫煙', 'reading': 'きつえん'}]",[],"煙 = 火 + 覀 + 土。 「火」는 ""불""을 뜻합니다. 「覀」는 ""덮다""라는 뜻입니다. 「土」는 ""땅""을 뜻합니다. 煙는 ""연기(火)가 땅(土)을 뒤덮다(覀)"" -> ""연기, 그을음""이라는 뜻의 글자입니다.",N2
959,恋,사모할 연,レン,"しい, う, こ, こい","[{'kanji': '恋', 'reading': 'れん'}, {'kanji': '慕', 'reading': 'ぼ'}, {'kanji': '恋愛', 'reading': 'れんあい'}, {'kanji': '恋', 'reading': 'れん'}, {'kanji': '情', 'reading': 'じょう'}]",[],"恋 = 亦 + 心。 「亦」는 ""팔을 벌리고 걷는 사람""을 그린 글자입니다. 「心」는 ""마음""을 뜻합니다. 恋는 ""떠나간 사람(亦)을 그리워하는 마음(心)"" -> ""그리워하다, 사모하다""라는 뜻의 글자입니다.",N2
960,紅,붉을 홍,"コウ, ク","べに, くれない","[{'kanji': '紅茶', 'reading': 'こうちゃ'}, {'kanji': '紅葉', 'reading': 'こうよう'}, {'kanji': '真', 'reading': 'しん'}, {'kanji': '紅', 'reading': 'く'}]","[{'kanji': '口紅', 'reading': 'くちべに'}, {'kanji': '紅', 'reading': 'くれない'}, {'kanji': '染', 'reading': 'そ'}]","紅 = 糸 + 工。 (의미부)「糸」는 ""실""을 뜻합니다. (소리부)「工」(コウ・ク)는 여기서는 소리부의 역할만 하고 있습니다. 紅는 ""붉게 염색한 실(糸)"" -> ""붉다""라는 뜻의 글자입니다(工는 소리부).",N2
961,郊,들 교,コウ,,"[{'kanji': '郊外', 'reading': 'こうがい'}, {'kanji': '近郊', 'reading': 'きんこう'}]",[],"郊 = 交 + ⻏。 (소리부 겸 의미부)「交」(コウ)는 ""교차하다""라는 뜻입니다. (의미부)「⻏」는 ""도시""를 뜻합니다. 郊는 ""도시(⻏) 밖으로 나가는 교차로(交)"" -> ""변두리, 교외""라는 뜻의 글자입니다. (交는 소리부도 겸함)",N2
962,腰,허리 요,ヨウ,こし,"[{'kanji': '腰痛', 'reading': 'ようつう'}, {'kanji': '腰椎', 'reading': 'ようつい'}]","[{'kanji': '腰', 'reading': 'こし'}, {'kanji': '腰', 'reading': 'こし'}, {'kanji': '抜', 'reading': 'ぬ'}]","腰 = 月 + 要。 (의미부)「月」는 ""신체의 일부""를 뜻합니다. (소리부 겸 의미부)「要」(ヨウ)는 본래 ""허리에 손을 올린 여자""를 그린 글자입니다(링크 참조). 腰는 ""신체의 일부(月) + 여자의 허리(要)"" -> ""허리""라는 뜻의 글자입니다. (要는 소리부도 겸함)",N2
963,踊,뛸 용,ヨウ,"る, おど","[{'kanji': '舞', 'reading': 'ぶ'}, {'kanji': '踊', 'reading': 'よう'}]",[],"踊 = 足 + 甬。 「足」는 ""발""을 뜻합니다. 「甬」는 ""종""을 뜻합니다. 踊는 ""종소리(甬)에 맞춰 춤추다(足)"" -> ""춤추다""라는 뜻의 글자입니다.",N2
964,冊,책 책,"サツ, サク",,"[{'kanji': '別冊', 'reading': 'べっさつ'}, {'kanji': '一冊', 'reading': 'いっさつ'}, {'kanji': '三冊', 'reading': 'さんさつ'}, {'kanji': '短冊', 'reading': 'たんざく'}]",[],"冊는 ""죽간을 둥글게 말아놓은 모습""을 그린 상형문자입니다. ""죽간을 말아놓은 것"" -> ""책""이라는 의미입니다.",N2
965,眠,잘 면,ミン,"る, い, ねむ","[{'kanji': '睡眠', 'reading': 'すいみん'}, {'kanji': '不', 'reading': 'ふ'}, {'kanji': '眠', 'reading': 'みん'}, {'kanji': '永眠', 'reading': 'えいみん'}]",[],"眠 = 目 + 民。 (의미부)「目」는 ""눈""을 뜻합니다. (소리부 겸 의미부)「民」(ミン)은 ""백성, 국민""을 뜻합니다. 眠는 ""서민(民)의 졸리고 피곤한 눈(目)"" -> ""잠자다, 졸다""라는 뜻의 글자입니다. (民는 소리부도 겸함)",N2
966,怖,두려워할 포,フ,"こわ, い","[{'kanji': '恐', 'reading': 'きょう'}, {'kanji': '怖', 'reading': 'ふ'}]",[],"怖 = 忄 + 布。 (의미부)「忄」는 ""마음""을 뜻합니다. (소리부 겸 의미부)「布」(フ)는 ""퍼지다, 베풀다""라는 뜻입니다. 怖는 ""두려운 마음(忄)이 퍼져나가다(布)"" -> ""두려워하다""라는 뜻의 글자입니다. (布는 소리부도 겸함)",N2
967,珍,보배 진,チン,"しい, めずら","[{'kanji': '珍', 'reading': 'ちん'}, {'kanji': '貴', 'reading': 'き'}, {'kanji': '珍', 'reading': 'ちん'}, {'kanji': '奇', 'reading': 'き'}]",[],"珍 = 𤣩 + 㐱。 「𤣩」는 ""구슬""을 뜻합니다. 㐱는 여기서는 ""반짝반짝 윤기가 흐르는 모습""을 표현한 모양자입니다. 珍는 ""반짝반짝 윤기가 흐르는(㐱) 옥구슬(𤣩)"" -> ""진귀한, 흔치 않은""이라는 뜻의 글자입니다.",N2
968,卵,알 란,ラン,たまご,"[{'kanji': '受精卵', 'reading': 'じゅせいらん'}, {'kanji': '卵', 'reading': 'らん'}, {'kanji': '子', 'reading': 'し'}, {'kanji': '産卵', 'reading': 'さんらん'}]","[{'kanji': '卵', 'reading': 'たまご'}, {'kanji': '卵', 'reading': 'たまご'}, {'kanji': '焼', 'reading': 'や'}]","卵는 ""곤충이 식물의 줄기에 알을 낳아놓은 모습""을 그린 상형문자입니다. ""곤충의 알"" -> ""알""이라는 의미입니다.",N2
969,狭,좁을 협,キョウ,"せま, める, い, まる, せば","[{'kanji': '狭', 'reading': 'きょう'}, {'kanji': '義', 'reading': 'ぎ'}, {'kanji': '偏', 'reading': 'へん'}, {'kanji': '狭', 'reading': 'きょう'}, {'kanji': '狭小', 'reading': 'きょうしょう'}]",[],"狭 = 犭 + 夹。 (의미부)「犭」는 ""개""를 뜻합니다. (소리부 겸 의미부)「夹」(キョウ)는 ""끼다, 끼이다""라는 뜻의 글자입니다(링크 참조). 狭는 ""좁은 틈에 끼어서(夹) 나오지 못하고 있는 개(犭)"" -> ""좁다, 좁히다""라는 뜻의 글자입니다. (夹는 소리부도 겸함)",N2
970,喫,먹을 끽,キツ,,"[{'kanji': '満喫', 'reading': 'まんきつ'}, {'kanji': '喫煙', 'reading': 'きつえん'}]",[],"喫 = 口 +龶 + 刀 + 大。 「口」는 ""입""을 뜻합니다. 龶는 여기서는 ""담뱃잎""을 그린 모양자입니다. 「刀」는 ""칼""을 뜻합니다. 「大」는 ""사람""을 그린 글자입니다. 喫는 ""담뱃잎(龶)을 잘라(刀) 입(口) 안에 넣고 씹는 사람(大)"" -> ""씹다, 먹다, 만끽하다""라는 뜻의 글자입니다. 담뱃잎",N2
971,干,"방패/줄기 간, 마를 건",カン,"す, る, ほ, ひ","[{'kanji': '干', 'reading': 'かん'}, {'kanji': '渉', 'reading': 'しょう'}, {'kanji': '若', 'reading': 'じゃっ'}, {'kanji': '干', 'reading': 'かん'}, {'kanji': '欄干', 'reading': 'らんかん'}, {'kanji': '干拓', 'reading': 'かんたく'}]",[],"干는 ""고대에 쓰이던 방패""를 본따 그린 상형문자입니다. (干에 포함된 여러 가지 다른 의미들(줄기, 상관하다, 마르다 등)은 전부 음독이 비슷하다는 이유로 나중에 추가된 것입니다.)",N2
972,頂,정수리 정,チョウ,"いただ, いただき, く","[{'kanji': '頂上', 'reading': 'ちょうじょう'}, {'kanji': '頂', 'reading': 'ちょう'}, {'kanji': '点', 'reading': 'てん'}, {'kanji': '絶', 'reading': 'ぜっ'}, {'kanji': '頂', 'reading': 'ちょう'}]",[],"頂 = 丁 + 頁。 (소리부 겸 의미부)「丁」(チョウ)는 ""못""을 뜻합니다. 여기서는 ""뾰족한 못"" -> ""꼭대기""라는 뜻으로 쓰인 것입니다. (의미부)「頁」는 ""머리""를 뜻합니다. 頂는 ""머리(頁) 꼭대기(丁)"" -> ""정상, 꼭대기""라는 뜻의 글자입니다. (丁는 소리부도 겸함)",N2
973,溶,녹을 용,ヨウ,"ける, く, と, かす","[{'kanji': '溶解', 'reading': 'ようかい'}, {'kanji': '溶液', 'reading': 'ようえき'}, {'kanji': '溶接', 'reading': 'ようせつ'}, {'kanji': '水溶性', 'reading': 'すいようせい'}]",[],"溶 = 氵 + 容。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부 겸 의미부)「容」(ヨウ)는 ""담다, 수용하다""라는 뜻입니다. 溶는 ""물(氵)에 녹아 스며들다(容)"" -> ""녹다, 녹이다""라는 뜻의 글자입니다. (容는 소리부도 겸함)",N2
974,暖,따뜻할 난,ダン,"か, める, あたた, まる, かい","[{'kanji': '暖房', 'reading': 'だんぼう'}, {'kanji': '温暖', 'reading': 'おんだん'}, {'kanji': '暖', 'reading': 'だん'}, {'kanji': '流', 'reading': 'りゅう'}]",[],"暖 = 日 + 爰。 「日」는 ""태양""을 뜻합니다. 「爰」는 ""한가롭다, 여유롭다, 느긋하다""라는 뜻의 글자입니다(링크 참조). 暖는 ""따뜻한 햇살(日) 아래서 여유를(爰) 즐기다"" -> ""따뜻하다""라는 뜻의 글자입니다.",N2
975,鉱,광물 광,コウ,,"[{'kanji': '鉱山', 'reading': 'こうざん'}, {'kanji': '金鉱', 'reading': 'きんこう'}, {'kanji': '鉄鉱', 'reading': 'てっこう'}, {'kanji': '鉱石', 'reading': 'こうせき'}]",[],"鉱 = 金 + 広。 (의미부)「金」는 ""쇠, 금속""을 뜻합니다. (소리부 겸 의미부)「広」(コウ)는 ""넓다""라는 뜻입니다. 鉱는 ""넓은 광산(広)에서 나는 금속들(金)"" -> ""광석, 광물""이라는 뜻의 글자입니다. (広는 소리부도 겸함)",N2
976,涙,눈물 루,ルイ,なみだ,"[{'kanji': '血涙', 'reading': 'けつるい'}, {'kanji': '落涙', 'reading': 'らくるい'}]","[{'kanji': '涙', 'reading': 'なみだ'}]","涙 = 氵 + 戻。 「氵」는 ""물""을 뜻합니다. 「戻」는 본래 ""문(戸) 앞에서 거절당하고 돌아가는 사람(大)""을 그린 글자입니다(링크 참조). 涙는 ""거절당하고 돌아가며(戻) 눈물을 흘리다(氵)"" -> ""눈물""이라는 뜻의 글자입니다.",N2
977,匹,짝 필,ヒツ,ひき,"[{'kanji': '匹敵', 'reading': 'ひってき'}, {'kanji': '匹', 'reading': 'ひっ'}, {'kanji': '夫', 'reading': 'ぷ'}]","[{'kanji': '一匹', 'reading': 'いっぴき'}, {'kanji': '三匹', 'reading': 'さんびき'}]","匹는 ""사람의 콧구멍""을 그린 상형문자입니다. ""콧구멍 두 개"" -> ""짝, 상대""라는 의미입니다.",N2
978,鋭,날카로울 예,エイ,"するど, い","[{'kanji': '精鋭', 'reading': 'せいえい'}, {'kanji': '鋭', 'reading': 'えい'}, {'kanji': '利', 'reading': 'り'}, {'kanji': '鋭敏', 'reading': 'えいびん'}]",[],"鋭 = 金 + 兑。 「金」는 ""쇠, 금속""을 뜻합니다. 「兑」는 ""날카로운 눈을 한 사람""을 그린 글자입니다. 鋭는 ""날카로운(兑) 금속(金)"" -> ""날카로운, 예리한""이라는 뜻의 글자입니다.",N2
979,枝,가지 지,シ,えだ,"[{'kanji': '枝', 'reading': 'し'}, {'kanji': '葉', 'reading': 'よう'}, {'kanji': '整', 'reading': 'せい'}, {'kanji': '枝', 'reading': 'し'}]","[{'kanji': '枝', 'reading': 'えだ'}, {'kanji': '枝道', 'reading': 'えだみち'}]","枝 = 木 + 支。 (의미부)「木」는 ""나무""를 뜻합니다. (소리부 겸 의미부)「支」(シ)는 ""(갈라져 나온) 지류/지부""를 뜻합니다. 枝는 ""나무(木)에서 갈라져 나온(支) 가지"" -> ""나뭇가지""라는 뜻의 글자입니다. (支는 소리부도 겸함)",N2
980,塗,칠할 도,ト,"る, ぬ","[{'kanji': '塗', 'reading': 'と'}, {'kanji': '料', 'reading': 'りょう'}, {'kanji': '塗', 'reading': 'と'}, {'kanji': '装', 'reading': 'そう'}]",[],"塗 = 氵 + 余 + 土。 「氵」는 ""물""을 뜻합니다. 「土」는 ""흙""을 뜻합니다. 「余」는 ""잎이 풍성한 나무""를 그린 글자입니다. 塗는 ""나무(余)에 진흙(氵+土)을 바르다"" -> ""칠하다, 바르다""라는 뜻의 글자입니다.",N2
981,軒,집 헌,ケン,のき,"[{'kanji': '軒灯', 'reading': 'けんとう'}, {'kanji': '一軒', 'reading': 'いっけん'}]","[{'kanji': '軒', 'reading': 'のき'}, {'kanji': '軒', 'reading': 'のき'}, {'kanji': '並', 'reading': 'な'}]","軒 = 車 + 干。 「車」는 ""수레, 차""를 뜻합니다. 「干」는 ""방패""를 뜻합니다. 여기서는 ""방패"" -> ""차양막""이라는 뜻으로 쓰인 것입니다. 軒는 ""수레(車)에 달린 차양막(干)"" -> ""처마""라는 뜻의 글자입니다.",N2
982,晩,늦을 만,バン,,"[{'kanji': '晩年', 'reading': 'ばんねん'}, {'kanji': '今晩', 'reading': 'こんばん'}, {'kanji': '大', 'reading': 'たい'}, {'kanji': '器', 'reading': 'き'}, {'kanji': '晩成', 'reading': 'ばんせい'}, {'kanji': '晩', 'reading': 'ばん'}, {'kanji': '飯', 'reading': 'はん'}]",[],"晩 = 日 + 免。 「日」는 ""해""를 뜻합니다. 免(""면할 면"")은 ""면하다""라는 뜻의 상용한자입니다. 晩는 ""해가 져서 햇빛(日)을 면하다(免)"" -> ""저녁, 밤, 늦다""라는 뜻의 글자입니다.",N2
983,叫,부르짖을 규,キョウ,"ぶ, さけ","[{'kanji': '絶', 'reading': 'ぜっ'}, {'kanji': '叫', 'reading': 'きょう'}, {'kanji': '阿鼻', 'reading': 'あび'}, {'kanji': '叫', 'reading': 'きょう'}, {'kanji': '喚', 'reading': 'かん'}]",[],"叫 = 口 + 丩。 「口」는 ""입""을 뜻합니다. 「丩」는 ""얽히다""라는 뜻입니다. 叫는 ""한데 얽혀(丩) 울부짖다(口)"" -> ""부르짖다, 울부짖다""라는 뜻의 글자입니다.",N2
984,拝,절 배,ハイ,"おが, む","[{'kanji': '拝礼', 'reading': 'はいれい'}, {'kanji': '崇拝', 'reading': 'すうはい'}, {'kanji': '参拝', 'reading': 'さんぱい'}]",[],"拝 =扌 + 一 + 丰。 「扌」는 ""손""을 뜻합니다. 「一」는 ""1""을 뜻합니다. 丰는 여기서는「手」가 변형된 것으로, ""손""을 뜻합니다. 拝는 ""두 손(扌+丰)을 하나로 모아(一) 합장하다"" -> ""절하다, 경의를 표하다""라는 뜻의 글자입니다.",N2
985,乾,마를 건,カン,"かわ, く, かす","[{'kanji': '乾燥', 'reading': 'かんそう'}, {'kanji': '乾杯', 'reading': 'かんぱい'}]",[],"乾 = 𠦝 + 乞。 「𠦝」는 ""떠오르는 아침해""를 그린 글자입니다. 乞는 여기서는 ""아지랑이(乙)가 피어오르는(𠂉) 모습""을 표현한 모양자입니다. 乾는 ""햇볕(𠦝)을 받아 아지랑이가(乞) 피어오르다"" -> ""마르다, 말리다""라는 뜻의 글자입니다.",N2
986,棒,막대 봉,ボウ,,"[{'kanji': '鉄棒', 'reading': 'てつぼう'}, {'kanji': '長', 'reading': 'なが'}, {'kanji': '棒', 'reading': 'ぼう'}, {'kanji': '指揮', 'reading': 'しき'}, {'kanji': '棒', 'reading': 'ぼう'}, {'kanji': '泥棒', 'reading': 'どろぼう'}]",[],"棒 = 木 + 奉。 (의미부)「木」는 ""나무""를 뜻합니다. (소리부)奉(ホウ - ""받들 봉"")은 ""받들다, 섬기다""라는 뜻의 상용한자입니다. 다만 여기서는 소리부(ホウ -> ボウ)의 역할만 하고 있습니다. 棒는 ""나무(木) 막대기"" -> ""막대, 봉""이라는 뜻의 글자입니다(奉는 소리부).",N2
